Car_ID,Manufacturer,Car_Model,Driver,Battery_Capacity_kWh,Battery_Percentage,Battery_Health,Expected_Distance_KM,Max_Speed_KMH,Instantaneous_Speed_KMH,Revenue,Age_Days,KM_Travelled,Energy_Consumption_Rate,Year_Manufactured,Maintenance_Cost,Charging,Running,Charging_Cost,Garage,Garage_Status,Timestamp
EV0008,Hyundai,Kona EV,Driver_008,39.2,70.9,97.41,312.17,167,164,0.0,441,20737,0.16,2021,842.61,0,1,0.0,Garage D,Working,2025-07-25 19:20:00
EV0005,Tesla,Model 3,Driver_005,60.0,10.6,96.51,51.15,225,0,0.0,448,14457,0.14,2022,657.71,1,0,388.92,Garage A,Charging,2025-07-25 19:28:00
EV0042,Tata,Nexon EV,Driver_042,40.5,9.12,99.76,42.31,120,0,0.0,130,7155,0.18,2023,279.65,1,0,305.32,Garage B,Charging,2025-07-25 19:59:00
EV0015,MG,ZS EV,Driver_015,50.3,58.02,94.81,253.59,175,119,509.49,815,39669,0.17,2020,1597.57,0,1,0.0,Garage C,Working,2025-07-25 21:48:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,18.49,97.41,81.41,167,0,0.0,441,24421,0.16,2021,953.13,1,0,252.4,Garage D,Charging,2025-07-25 22:19:00
EV0038,Tata,Nexon EV,Driver_038,40.5,27.5,96.7,123.66,120,114,521.1,407,17192,0.18,2022,719.26,0,1,0.0,Garage B,Working,2025-07-25 23:01:00
EV0035,MG,ZS EV,Driver_035,50.3,46.93,88.18,190.78,175,98,627.94,2392,85998,0.17,2023,3775.94,0,1,0.0,Garage C,Working,2025-07-26 00:09:00
EV0014,Tata,Nexon EV,Driver_014,40.5,63.44,99.2,292.64,120,39,711.3,316,27992,0.18,2022,997.76,0,1,0.0,Garage B,Working,2025-07-26 00:18:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,95.83,85.72,371.3,167,95,618.43,1872,170003,0.16,2022,6036.09,0,1,0.0,Garage D,Working,2025-07-26 00:26:00
EV0009,Tesla,Model 3,Driver_009,60.0,70.12,87.48,306.7,225,0,0.0,1300,153821,0.14,2025,5264.63,1,0,110.48,Garage A,Charging,2025-07-26 01:00:00
EV0017,Tesla,Model 3,Driver_017,60.0,41.75,89.45,186.73,225,0,0.0,2197,74045,0.14,2019,3319.85,1,0,136.16,Garage A,Charging,2025-07-26 02:01:00
EV0018,Tata,Nexon EV,Driver_018,40.5,70.72,92.27,303.43,120,0,0.0,1157,102177,0.18,2021,3643.81,1,0,314.08,Garage B,Charging,2025-07-26 03:16:00
EV0043,MG,ZS EV,Driver_043,50.3,12.74,96.32,56.57,175,0,0.0,630,60719,0.17,2022,2136.57,1,0,139.16,Garage C,Charging,2025-07-26 03:30:00
EV0017,Tesla,Model 3,Driver_017,60.0,48.18,89.45,215.49,225,222,236.36,2197,71108,0.14,2019,3231.74,0,1,0.0,Garage A,Working,2025-07-26 03:36:00
EV0043,MG,ZS EV,Driver_043,50.3,55.71,96.32,247.37,175,64,927.59,630,56961,0.17,2022,2023.83,0,1,0.0,Garage C,Working,2025-07-26 04:43:00
EV0026,Tata,Nexon EV,Driver_026,40.5,61.99,85.6,246.74,120,116,935.72,2053,168949,0.18,2021,6094.97,0,1,0.0,Garage B,Working,2025-07-26 05:22:00
EV0018,Tata,Nexon EV,Driver_018,40.5,91.91,92.27,394.34,120,93,429.77,1157,101384,0.18,2021,3620.02,0,1,0.0,Garage B,Working,2025-07-26 05:36:00
EV0010,Tata,Nexon EV,Driver_010,40.5,36.93,86.12,147.89,120,78,829.14,1725,193324,0.18,2021,6662.22,0,1,0.0,Garage B,Working,2025-07-26 05:47:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,83.36,85.72,322.98,167,15,378.61,1872,169466,0.16,2022,6019.98,0,1,0.0,Garage D,Working,2025-07-26 06:00:00
EV0039,MG,ZS EV,Driver_039,50.3,81.34,86.13,322.97,175,124,810.93,2394,123778,0.17,2022,4910.34,0,1,0.0,Garage C,Working,2025-07-26 06:27:00
EV0017,Tesla,Model 3,Driver_017,60.0,48.09,89.45,215.08,225,0,0.0,2197,72770,0.14,2019,3281.6,1,0,152.8,Garage A,Charging,2025-07-26 07:18:00
EV0048,Hyundai,Kona EV,Driver_048,39.2,48.47,84.06,184.16,167,46,280.54,2467,131563,0.16,2019,5180.39,0,1,0.0,Garage D,Working,2025-07-26 07:23:00
EV0050,Tata,Nexon EV,Driver_050,40.5,82.63,94.92,364.71,120,115,589.69,498,51183,0.18,2023,1784.49,0,1,0.0,Garage B,Working,2025-07-26 07:37:00
EV0047,MG,ZS EV,Driver_047,50.3,50.4,95.72,222.4,175,30,239.84,880,26663,0.17,2019,1239.89,0,1,0.0,Garage C,Working,2025-07-26 09:30:00
EV0050,Tata,Nexon EV,Driver_050,40.5,19.3,94.92,85.19,120,0,0.0,498,55124,0.18,2023,1902.72,1,0,400.71,Garage B,Charging,2025-07-26 09:40:00
EV0030,Tata,Nexon EV,Driver_030,40.5,73.17,97.35,331.22,120,0,0.0,339,24339,0.18,2023,899.67,1,0,164.94,Garage B,Charging,2025-07-26 11:41:00
EV0006,Tata,Nexon EV,Driver_006,40.5,32.99,93.59,143.57,120,107,825.53,1009,70359,0.18,2020,2615.27,0,1,0.0,Garage B,Working,2025-07-26 11:49:00
EV0023,MG,ZS EV,Driver_023,50.3,47.91,93.91,207.41,175,128,630.8,903,31860,0.17,2024,1407.3,0,1,0.0,Garage C,Working,2025-07-26 11:49:00
EV0009,Tesla,Model 3,Driver_009,60.0,78.07,87.48,341.48,225,68,0.0,1300,155569,0.14,2025,5317.07,0,1,0.0,Garage A,Working,2025-07-26 12:07:00
EV0038,Tata,Nexon EV,Driver_038,40.5,26.77,96.7,120.37,120,106,764.4,407,12260,0.18,2022,571.3,0,1,0.0,Garage B,Working,2025-07-26 12:49:00
EV0004,Hyundai,Kona EV,Driver_004,39.2,7.86,88.34,31.38,167,0,0.0,1626,137094,0.16,2024,4925.82,1,0,450.44,Garage D,Charging,2025-07-26 12:49:00
EV0005,Tesla,Model 3,Driver_005,60.0,56.08,96.51,270.61,225,0,0.0,448,14897,0.14,2022,670.91,1,0,295.63,Garage A,Charging,2025-07-26 13:15:00
EV0009,Tesla,Model 3,Driver_009,60.0,99.81,87.48,436.57,225,179,0.0,1300,156953,0.14,2025,5358.59,0,1,0.0,Garage A,Working,2025-07-26 13:22:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,59.23,85.72,229.49,167,0,0.0,1872,169234,0.16,2022,6013.02,1,0,308.42,Garage D,Charging,2025-07-26 13:49:00
EV0016,Hyundai,Kona EV,Driver_016,39.2,94.55,87.25,372.88,167,0,0.0,1821,118525,0.16,2020,4466.25,1,0,404.04,Garage D,Charging,2025-07-26 13:55:00
EV0007,MG,ZS EV,Driver_007,50.3,92.05,92.76,393.63,175,99,0.0,762,82489,0.17,2024,2855.67,0,1,0.0,Garage C,Working,2025-07-26 14:10:00
EV0048,Hyundai,Kona EV,Driver_048,39.2,7.15,84.06,27.17,167,0,0.0,2467,134936,0.16,2019,5281.58,1,0,168.61,Garage D,Charging,2025-07-26 14:14:00
EV0021,Tesla,Model 3,Driver_021,60.0,29.91,85.91,128.48,225,215,376.76,2285,143612,0.14,2019,5450.86,0,1,0.0,Garage A,Working,2025-07-26 17:09:00
EV0037,Tesla,Model 3,Driver_037,60.0,63.51,80.94,257.02,225,178,0.0,2151,244773,0.14,2019,8418.69,0,1,0.0,Garage A,Working,2025-07-26 17:37:00
EV0028,Hyundai,Kona EV,Driver_028,39.2,67.7,85.52,261.69,167,41,156.48,1919,128626,0.16,2022,4818.28,0,1,0.0,Garage D,Parked,2025-07-26 18:11:00
EV0024,Hyundai,Kona EV,Driver_024,39.2,82.11,88.89,329.9,167,0,0.0,1991,87583,0.16,2024,3622.99,1,0,346.95,Garage D,Charging,2025-07-26 18:16:00
EV0047,MG,ZS EV,Driver_047,50.3,83.6,95.72,368.9,175,50,446.7,880,22902,0.17,2019,1127.06,0,1,0.0,Garage C,Working,2025-07-26 21:01:00
EV0011,MG,ZS EV,Driver_011,50.3,5.5,87.26,22.12,175,0,0.0,2370,57870,0.17,2021,2921.1,1,0,66.0,Garage C,Charging,2025-07-26 23:11:00
EV0031,MG,ZS EV,Driver_031,50.3,5.18,93.45,22.32,175,0,0.0,907,108942,0.17,2025,3721.76,1,0,43.76,Garage C,Charging,2025-07-26 23:19:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,64.7,97.41,284.87,167,0,0.0,441,24386,0.16,2021,952.08,1,0,258.25,Garage D,Charging,2025-07-26 23:30:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,59.2,97.41,260.65,167,34,795.37,441,21934,0.16,2021,878.52,0,1,0.0,Garage D,Parked,2025-07-26 23:41:00
EV0050,Tata,Nexon EV,Driver_050,40.5,19.27,94.92,85.05,120,0,0.0,498,51099,0.18,2023,1781.97,1,0,181.45,Garage B,Charging,2025-07-27 00:03:00
EV0003,MG,ZS EV,Driver_003,50.3,95.16,96.75,424.43,175,61,737.05,449,29471,0.17,2022,1108.63,0,1,0.0,Garage C,Working,2025-07-27 00:18:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,8.75,89.95,35.58,167,0,0.0,1937,48144,0.16,2025,2412.82,1,0,261.77,Garage D,Charging,2025-07-27 03:20:00
EV0019,MG,ZS EV,Driver_019,50.3,59.14,81.98,223.51,175,151,786.41,2221,204167,0.17,2023,7235.51,0,1,0.0,Garage C,Working,2025-07-27 03:25:00
EV0046,Tata,Nexon EV,Driver_046,40.5,54.62,89.18,226.5,120,117,737.12,1949,45397,0.18,2022,2336.41,0,1,0.0,Garage B,Working,2025-07-27 04:31:00
EV0035,MG,ZS EV,Driver_035,50.3,7.04,88.18,28.62,175,0,0.0,2392,83752,0.17,2023,3708.56,1,0,423.18,Garage C,Charging,2025-07-27 04:56:00
EV0042,Tata,Nexon EV,Driver_042,40.5,57.89,99.76,268.54,120,57,0.0,130,7471,0.18,2023,289.13,0,1,0.0,Garage B,Working,2025-07-27 06:36:00
EV0050,Tata,Nexon EV,Driver_050,40.5,79.86,94.92,352.48,120,115,272.21,498,55105,0.18,2023,1902.15,0,1,0.0,Garage B,Parked,2025-07-27 07:36:00
EV0019,MG,ZS EV,Driver_019,50.3,87.0,81.98,328.8,175,142,155.18,2221,204521,0.17,2023,7246.13,0,1,0.0,Garage C,Parked,2025-07-27 09:18:00
EV0026,Tata,Nexon EV,Driver_026,40.5,19.6,85.6,78.02,120,0,0.0,2053,167864,0.18,2021,6062.42,1,0,127.45,Garage B,Charging,2025-07-27 09:37:00
EV0027,MG,ZS EV,Driver_027,50.3,14.2,88.48,57.92,175,0,0.0,1743,95930,0.17,2020,3749.4,1,0,64.69,Garage C,Charging,2025-07-27 10:28:00
EV0006,Tata,Nexon EV,Driver_006,40.5,26.49,93.59,115.28,120,0,0.0,1009,70063,0.18,2020,2606.39,1,0,111.18,Garage B,Charging,2025-07-27 10:36:00
EV0003,MG,ZS EV,Driver_003,50.3,81.85,96.75,365.07,175,78,296.83,449,32724,0.17,2022,1206.22,0,1,0.0,Garage C,Working,2025-07-27 12:55:00
EV0005,Tesla,Model 3,Driver_005,60.0,57.68,96.51,278.33,225,126,849.66,448,13908,0.14,2022,641.24,0,1,0.0,Garage A,Working,2025-07-27 12:55:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,42.99,85.72,166.57,167,0,0.0,1872,170779,0.16,2022,6059.37,1,0,427.19,Garage D,Charging,2025-07-27 13:44:00
EV0013,Tesla,Model 3,Driver_013,60.0,79.47,92.84,368.9,225,138,565.22,1069,61365,0.14,2025,2375.45,0,1,0.0,Garage A,Working,2025-07-27 15:00:00
EV0015,MG,ZS EV,Driver_015,50.3,71.07,94.81,310.63,175,0,0.0,815,36628,0.17,2020,1506.34,1,0,162.02,Garage C,Charging,2025-07-27 15:10:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,33.57,89.95,136.49,167,101,495.37,1937,45460,0.16,2025,2332.3,0,1,0.0,Garage D,Parked,2025-07-27 15:23:00
EV0016,Hyundai,Kona EV,Driver_016,39.2,99.15,87.25,391.02,167,68,978.92,1821,119974,0.16,2020,4509.72,0,1,0.0,Garage D,Working,2025-07-27 16:59:00
EV0024,Hyundai,Kona EV,Driver_024,39.2,93.75,88.89,376.67,167,68,0.0,1991,88346,0.16,2024,3645.88,0,1,0.0,Garage D,Working,2025-07-27 17:03:00
EV0003,MG,ZS EV,Driver_003,50.3,76.54,96.75,341.38,175,0,0.0,449,29136,0.17,2022,1098.58,1,0,379.75,Garage C,Charging,2025-07-27 17:39:00
EV0032,Hyundai,Kona EV,Driver_032,39.2,91.74,92.04,381.66,167,0,0.0,1016,80450,0.16,2024,2921.5,1,0,459.63,Garage D,Charging,2025-07-27 17:47:00
EV0045,Tesla,Model 3,Driver_045,60.0,24.09,92.52,111.44,225,152,504.65,981,106436,0.14,2025,3683.58,0,1,0.0,Garage A,Working,2025-07-27 19:15:00
EV0047,MG,ZS EV,Driver_047,50.3,35.14,95.72,155.06,175,139,870.79,880,22946,0.17,2019,1128.38,0,1,0.0,Garage C,Working,2025-07-27 21:37:00
EV0043,MG,ZS EV,Driver_043,50.3,30.04,96.32,133.39,175,168,673.48,630,57853,0.17,2022,2050.59,0,1,0.0,Garage C,Parked,2025-07-27 22:04:00
EV0022,Tata,Nexon EV,Driver_022,40.5,42.89,87.13,173.77,120,119,258.9,1472,172199,0.18,2024,5901.97,0,1,0.0,Garage B,Working,2025-07-27 22:14:00
EV0022,Tata,Nexon EV,Driver_022,40.5,75.07,87.13,304.15,120,67,966.33,1472,172604,0.18,2024,5914.12,0,1,0.0,Garage B,Parked,2025-07-27 22:52:00
EV0017,Tesla,Model 3,Driver_017,60.0,8.08,89.45,36.14,225,0,0.0,2197,74646,0.14,2019,3337.88,1,0,141.71,Garage A,Charging,2025-07-27 22:52:00
EV0045,Tesla,Model 3,Driver_045,60.0,84.76,92.52,392.1,225,220,969.45,981,104961,0.14,2025,3639.33,0,1,0.0,Garage A,Working,2025-07-27 22:57:00
EV0023,MG,ZS EV,Driver_023,50.3,62.94,93.91,272.48,175,0,0.0,903,30532,0.17,2024,1367.46,1,0,539.05,Garage C,Charging,2025-07-27 23:02:00
EV0039,MG,ZS EV,Driver_039,50.3,43.93,86.13,174.43,175,11,861.99,2394,122639,0.17,2022,4876.17,0,1,0.0,Garage C,Working,2025-07-27 23:15:00
EV0019,MG,ZS EV,Driver_019,50.3,72.3,81.98,273.24,175,132,968.43,2221,200524,0.17,2023,7126.22,0,1,0.0,Garage C,Working,2025-07-27 23:53:00
EV0016,Hyundai,Kona EV,Driver_016,39.2,36.79,87.25,145.09,167,103,457.38,1821,123132,0.16,2020,4604.46,0,1,0.0,Garage D,Working,2025-07-28 01:06:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,84.98,89.95,345.51,167,125,572.92,1937,45980,0.16,2025,2347.9,0,1,0.0,Garage D,Working,2025-07-28 02:23:00
EV0007,MG,ZS EV,Driver_007,50.3,30.03,92.76,128.42,175,25,777.23,762,83697,0.17,2024,2891.91,0,1,0.0,Garage C,Working,2025-07-28 03:52:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,15.87,85.72,61.49,167,0,0.0,1872,171111,0.16,2022,6069.33,1,0,140.93,Garage D,Charging,2025-07-28 04:13:00
EV0039,MG,ZS EV,Driver_039,50.3,67.35,86.13,267.42,175,0,0.0,2394,126010,0.17,2022,4977.3,1,0,405.92,Garage C,Charging,2025-07-28 04:54:00
EV0011,MG,ZS EV,Driver_011,50.3,79.29,87.26,318.96,175,0,0.0,2370,59488,0.17,2021,2969.64,1,0,485.63,Garage C,Charging,2025-07-28 04:56:00
EV0044,Hyundai,Kona EV,Driver_044,39.2,27.86,94.48,118.98,167,163,780.87,1331,36584,0.16,2022,1763.02,0,1,0.0,Garage D,Working,2025-07-28 05:22:00
EV0026,Tata,Nexon EV,Driver_026,40.5,49.74,85.6,197.99,120,0,0.0,2053,166727,0.18,2021,6028.31,1,0,283.48,Garage B,Charging,2025-07-28 06:31:00
EV0021,Tesla,Model 3,Driver_021,60.0,67.31,85.91,289.13,225,24,801.98,2285,145589,0.14,2019,5510.17,0,1,0.0,Garage A,Working,2025-07-28 08:05:00
EV0050,Tata,Nexon EV,Driver_050,40.5,47.83,94.92,211.11,120,0,0.0,498,51708,0.18,2023,1800.24,1,0,73.35,Garage B,Charging,2025-07-28 08:24:00
EV0006,Tata,Nexon EV,Driver_006,40.5,73.21,93.59,318.61,120,52,374.68,1009,66596,0.18,2020,2502.38,0,1,0.0,Garage B,Working,2025-07-28 09:22:00
EV0010,Tata,Nexon EV,Driver_010,40.5,20.38,86.12,81.61,120,41,0.0,1725,190192,0.18,2021,6568.26,0,1,0.0,Garage B,Working,2025-07-28 09:34:00
EV0049,Tesla,Model 3,Driver_049,60.0,87.82,92.35,405.51,225,208,814.37,1292,28730,0.14,2023,1507.9,0,1,0.0,Garage A,Parked,2025-07-28 10:32:00
EV0018,Tata,Nexon EV,Driver_018,40.5,97.59,92.27,418.72,120,0,0.0,1157,100417,0.18,2021,3591.01,1,0,352.57,Garage B,Charging,2025-07-28 11:04:00
EV0033,Tesla,Model 3,Driver_033,60.0,44.46,87.81,195.2,225,104,384.54,1649,162964,0.14,2021,5713.42,0,1,0.0,Garage A,Working,2025-07-28 11:14:00
EV0019,MG,ZS EV,Driver_019,50.3,72.98,81.98,275.81,175,37,956.88,2221,201668,0.17,2023,7160.54,0,1,0.0,Garage C,Working,2025-07-28 11:31:00
EV0001,Tesla,Model 3,Driver_001,60.0,16.67,88.8,74.01,225,0,0.0,1933,111066,0.14,2022,4298.48,1,0,367.79,Garage A,Charging,2025-07-28 11:35:00
EV0033,Tesla,Model 3,Driver_033,60.0,70.3,87.81,308.65,225,183,909.3,1649,164161,0.14,2021,5749.33,0,1,0.0,Garage A,Working,2025-07-28 12:12:00
EV0041,Tesla,Model 3,Driver_041,60.0,54.09,91.85,248.41,225,0,0.0,1362,30633,0.14,2023,1599.99,1,0,257.97,Garage A,Charging,2025-07-28 12:46:00
EV0044,Hyundai,Kona EV,Driver_044,39.2,93.93,94.48,401.13,167,62,813.21,1331,36193,0.16,2022,1751.29,0,1,0.0,Garage D,Working,2025-07-28 13:51:00
EV0024,Hyundai,Kona EV,Driver_024,39.2,61.29,88.89,246.25,167,0,0.0,1991,88858,0.16,2024,3661.24,1,0,289.6,Garage D,Charging,2025-07-28 13:57:00
EV0018,Tata,Nexon EV,Driver_018,40.5,16.55,92.27,71.01,120,0,0.0,1157,100468,0.18,2021,3592.54,1,0,445.07,Garage B,Charging,2025-07-28 14:03:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,19.53,85.72,75.67,167,0,0.0,1872,170905,0.16,2022,6063.15,1,0,84.37,Garage D,Charging,2025-07-28 14:38:00
EV0033,Tesla,Model 3,Driver_033,60.0,44.08,87.81,193.53,225,113,289.69,1649,164332,0.14,2021,5754.46,0,1,0.0,Garage A,Parked,2025-07-28 15:14:00
EV0041,Tesla,Model 3,Driver_041,60.0,6.92,91.85,31.78,225,0,0.0,1362,30926,0.14,2023,1608.78,1,0,293.46,Garage A,Charging,2025-07-28 15:17:00
EV0013,Tesla,Model 3,Driver_013,60.0,65.24,92.84,302.84,225,44,274.05,1069,62216,0.14,2025,2400.98,0,1,0.0,Garage A,Working,2025-07-28 17:05:00
EV0002,Tata,Nexon EV,Driver_002,40.5,67.11,92.18,287.66,120,93,0.0,1261,82438,0.18,2021,3103.64,0,1,0.0,Garage B,Working,2025-07-28 17:05:00
EV0021,Tesla,Model 3,Driver_021,60.0,42.69,85.91,183.37,225,22,769.59,2285,145166,0.14,2019,5497.48,0,1,0.0,Garage A,Working,2025-07-28 18:01:00
EV0040,Hyundai,Kona EV,Driver_040,39.2,40.15,85.88,155.85,167,95,198.61,1948,150112,0.16,2022,5477.36,0,1,0.0,Garage D,Working,2025-07-28 19:34:00
EV0019,MG,ZS EV,Driver_019,50.3,70.07,81.98,264.81,175,82,0.0,2221,201670,0.17,2023,7160.6,0,1,0.0,Garage C,Working,2025-07-28 19:39:00
EV0022,Tata,Nexon EV,Driver_022,40.5,28.57,87.13,115.75,120,84,646.51,1472,175530,0.18,2024,6001.9,0,1,0.0,Garage B,Parked,2025-07-28 20:44:00
EV0049,Tesla,Model 3,Driver_049,60.0,13.79,92.35,63.68,225,0,0.0,1292,28367,0.14,2023,1497.01,1,0,434.12,Garage A,Charging,2025-07-28 21:42:00
EV0007,MG,ZS EV,Driver_007,50.3,81.36,92.76,347.91,175,17,0.0,762,82667,0.17,2024,2861.01,0,1,0.0,Garage C,Working,2025-07-28 22:39:00
EV0031,MG,ZS EV,Driver_031,50.3,56.92,93.45,245.21,175,55,481.79,907,107536,0.17,2025,3679.58,0,1,0.0,Garage C,Working,2025-07-28 22:46:00
EV0032,Hyundai,Kona EV,Driver_032,39.2,38.29,92.04,159.29,167,135,921.72,1016,80900,0.16,2024,2935.0,0,1,0.0,Garage D,Working,2025-07-29 03:03:00
EV0032,Hyundai,Kona EV,Driver_032,39.2,27.62,92.04,114.9,167,111,103.25,1016,79409,0.16,2024,2890.27,0,1,0.0,Garage D,Parked,2025-07-29 03:04:00
EV0009,Tesla,Model 3,Driver_009,60.0,24.08,87.48,105.33,225,0,0.0,1300,158303,0.14,2025,5399.09,1,0,321.68,Garage A,Charging,2025-07-29 03:11:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,97.94,85.72,379.47,167,72,467.63,1872,171842,0.16,2022,6091.26,0,1,0.0,Garage D,Working,2025-07-29 04:49:00
EV0039,MG,ZS EV,Driver_039,50.3,9.31,86.13,36.97,175,0,0.0,2394,126236,0.17,2022,4984.08,1,0,54.48,Garage C,Charging,2025-07-29 06:48:00
EV0022,Tata,Nexon EV,Driver_022,40.5,93.97,87.13,380.72,120,0,0.0,1472,172088,0.18,2024,5898.64,1,0,182.87,Garage B,Charging,2025-07-29 07:49:00
EV0007,MG,ZS EV,Driver_007,50.3,9.2,92.76,39.34,175,0,0.0,762,80262,0.17,2024,2788.86,1,0,519.77,Garage C,Charging,2025-07-29 10:04:00
EV0042,Tata,Nexon EV,Driver_042,40.5,47.29,99.76,219.37,120,80,662.54,130,7042,0.18,2023,276.26,0,1,0.0,Garage B,Parked,2025-07-29 10:06:00
EV0007,MG,ZS EV,Driver_007,50.3,48.6,92.76,207.83,175,0,0.0,762,79809,0.17,2024,2775.27,1,0,452.88,Garage C,Charging,2025-07-29 11:00:00
EV0001,Tesla,Model 3,Driver_001,60.0,50.64,88.8,224.84,225,82,879.57,1933,112331,0.14,2022,4336.43,0,1,0.0,Garage A,Working,2025-07-29 13:31:00
EV0034,Tata,Nexon EV,Driver_034,40.5,86.01,95.74,382.91,120,0,0.0,532,37374,0.18,2025,1387.22,1,0,115.95,Garage B,Charging,2025-07-29 15:26:00
EV0038,Tata,Nexon EV,Driver_038,40.5,82.56,96.7,371.24,120,90,0.0,407,12728,0.18,2022,585.34,0,1,0.0,Garage B,Working,2025-07-29 16:44:00
EV0045,Tesla,Model 3,Driver_045,60.0,93.48,92.52,432.44,225,0,0.0,981,106735,0.14,2025,3692.55,1,0,188.03,Garage A,Charging,2025-07-29 17:09:00
EV0026,Tata,Nexon EV,Driver_026,40.5,13.78,85.6,54.85,120,0,0.0,2053,167968,0.18,2021,6065.54,1,0,353.38,Garage B,Charging,2025-07-29 20:03:00
EV0050,Tata,Nexon EV,Driver_050,40.5,10.07,94.92,44.45,120,0,0.0,498,54561,0.18,2023,1885.83,1,0,400.32,Garage B,Charging,2025-07-30 01:09:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,69.69,97.41,306.84,167,106,729.82,441,25236,0.16,2021,977.58,0,1,0.0,Garage D,Working,2025-07-30 01:24:00
EV0046,Tata,Nexon EV,Driver_046,40.5,59.62,89.18,247.24,120,85,153.2,1949,46894,0.18,2022,2381.32,0,1,0.0,Garage B,Working,2025-07-30 02:11:00
EV0001,Tesla,Model 3,Driver_001,60.0,90.07,88.8,399.91,225,67,462.34,1933,113006,0.14,2022,4356.68,0,1,0.0,Garage A,Working,2025-07-30 04:14:00
EV0020,Hyundai,Kona EV,Driver_020,39.2,78.06,92.29,325.63,167,0,0.0,923,83092,0.16,2024,2954.26,1,0,400.26,Garage D,Charging,2025-07-30 04:21:00
EV0044,Hyundai,Kona EV,Driver_044,39.2,6.61,94.48,28.23,167,0,0.0,1331,36656,0.16,2022,1765.18,1,0,377.61,Garage D,Charging,2025-07-30 05:14:00
EV0033,Tesla,Model 3,Driver_033,60.0,11.62,87.81,51.02,225,0,0.0,1649,161614,0.14,2021,5672.92,1,0,470.34,Garage A,Charging,2025-07-30 05:27:00
EV0003,MG,ZS EV,Driver_003,50.3,72.97,96.75,325.46,175,29,639.39,449,28869,0.17,2022,1090.57,0,1,0.0,Garage C,Parked,2025-07-30 05:41:00
EV0035,MG,ZS EV,Driver_035,50.3,43.9,88.18,178.46,175,0,0.0,2392,84100,0.17,2023,3719.0,1,0,57.59,Garage C,Charging,2025-07-30 05:44:00
EV0048,Hyundai,Kona EV,Driver_048,39.2,63.81,84.06,242.45,167,0,0.0,2467,131980,0.16,2019,5192.9,1,0,402.83,Garage D,Charging,2025-07-30 05:47:00
EV0042,Tata,Nexon EV,Driver_042,40.5,58.18,99.76,269.89,120,0,0.0,130,5480,0.18,2023,229.4,1,0,486.74,Garage B,Charging,2025-07-30 05:57:00
EV0023,MG,ZS EV,Driver_023,50.3,40.32,93.91,174.56,175,71,333.77,903,27982,0.17,2024,1290.96,0,1,0.0,Garage C,Working,2025-07-30 06:10:00
EV0049,Tesla,Model 3,Driver_049,60.0,88.58,92.35,409.02,225,0,0.0,1292,31838,0.14,2023,1601.14,1,0,350.13,Garage A,Charging,2025-07-30 06:21:00
EV0045,Tesla,Model 3,Driver_045,60.0,45.64,92.52,211.13,225,142,0.0,981,104045,0.14,2025,3611.85,0,1,0.0,Garage A,Parked,2025-07-30 07:51:00
EV0023,MG,ZS EV,Driver_023,50.3,54.08,93.91,234.13,175,0,0.0,903,27717,0.17,2024,1283.01,1,0,468.97,Garage C,Charging,2025-07-30 09:03:00
EV0023,MG,ZS EV,Driver_023,50.3,80.79,93.91,349.76,175,0,0.0,903,30394,0.17,2024,1363.32,1,0,278.64,Garage C,Charging,2025-07-30 09:42:00
EV0011,MG,ZS EV,Driver_011,50.3,60.06,87.26,241.6,175,0,0.0,2370,58836,0.17,2021,2950.08,1,0,519.34,Garage C,Charging,2025-07-30 10:15:00
EV0004,Hyundai,Kona EV,Driver_004,39.2,19.06,88.34,76.11,167,0,0.0,1626,135114,0.16,2024,4866.42,1,0,204.37,Garage D,Charging,2025-07-30 11:29:00
EV0002,Tata,Nexon EV,Driver_002,40.5,16.32,92.18,69.95,120,0,0.0,1261,83819,0.18,2021,3145.07,1,0,360.25,Garage B,Charging,2025-07-30 15:14:00
EV0042,Tata,Nexon EV,Driver_042,40.5,16.06,99.76,74.5,120,0,0.0,130,4976,0.18,2023,214.28,1,0,469.16,Garage B,Charging,2025-07-30 15:34:00
EV0030,Tata,Nexon EV,Driver_030,40.5,82.99,97.35,375.68,120,45,0.0,339,26217,0.18,2023,956.01,0,1,0.0,Garage B,Working,2025-07-30 16:15:00
EV0013,Tesla,Model 3,Driver_013,60.0,83.11,92.84,385.8,225,41,0.0,1069,58752,0.14,2025,2297.06,0,1,0.0,Garage A,Parked,2025-07-30 17:05:00
EV0013,Tesla,Model 3,Driver_013,60.0,41.15,92.84,191.02,225,92,974.04,1069,58432,0.14,2025,2287.46,0,1,0.0,Garage A,Working,2025-07-30 17:06:00
